time_window,accept_rate,request,long_waiting,longwait_percent,medium_waiting_time
23 13:00:00,0.9239130434782609,92,9,0.09782608695652174,6.633823018115863
23 13:20:00,0.9285714285714286,112,15,0.13392857142857142,8.652104022647395
23 13:40:00,0.8842975206611571,121,18,0.1487603305785124,8.045547471175322
23 14:00:00,0.8862275449101796,167,29,0.17365269461077845,8.476019906918207
23 14:20:00,0.8555555555555555,180,49,0.2722222222222222,8.247040384474808
23 14:40:00,0.8144796380090498,221,74,0.334841628959276,7.696821202228298
23 15:00:00,0.6972477064220184,218,84,0.3853211009174312,9.17948110353562
23 15:20:00,0.7837837837837838,222,71,0.31981981981981983,8.324455163068016
23 15:40:00,0.8248587570621468,177,45,0.2542372881355932,6.689793236032734
23 16:00:00,0.8452380952380952,168,39,0.23214285714285715,7.049824678660626
23 16:20:00,0.856353591160221,181,29,0.16022099447513813,6.900252313871642
23 16:40:00,0.8145695364238411,151,25,0.16556291390728478,8.129490893614207
23 17:00:00,0.7588652482269503,141,38,0.2695035460992908,8.042053943267767
23 17:20:00,0.8175182481751825,137,33,0.24087591240875914,9.185689843847202
23 17:40:00,0.8264462809917356,121,26,0.21487603305785125,7.9956796083060455
23 18:00:00,0.8790322580645161,124,30,0.24193548387096775,7.363090510574389
23 18:20:00,0.8130081300813008,123,23,0.18699186991869918,6.357870131598578
23 18:40:00,0.8157894736842105,114,26,0.22807017543859648,7.368483190025602
23 19:00:00,0.8095238095238095,126,31,0.24603174603174602,8.063006053831842
23 19:20:00,0.9032258064516129,62,8,0.12903225806451613,8.768236656132197
23 19:40:00,0.8470588235294118,85,9,0.10588235294117647,7.567203521555749
23 20:00:00,0.88,75,9,0.12,7.521891798134203
23 20:20:00,0.9130434782608695,46,6,0.13043478260869565,7.130588094393413
23 20:40:00,0.7777777777777778,36,5,0.1388888888888889,6.866065355447622
24 08:00:00,0.8666666666666667,15,5,0.3333333333333333,10.033813278377057
24 08:20:00,0.82,50,7,0.14,7.24651479596893
24 08:40:00,0.85,40,5,0.125,9.317671889728969
24 09:00:00,0.8431372549019608,51,4,0.0784313725490196,6.587027582526207
24 09:20:00,0.859375,64,3,0.046875,5.55143640504943
24 09:40:00,0.9270833333333334,96,3,0.03125,4.2271515113612015
24 10:00:00,0.9365079365079365,63,5,0.07936507936507936,6.107708926598232
24 10:20:00,0.9473684210526315,76,5,0.06578947368421052,5.093291639364683
24 10:40:00,0.872093023255814,86,9,0.10465116279069768,6.754147599227187
24 11:00:00,0.8080808080808081,99,17,0.1717171717171717,7.0985073313993565
24 11:20:00,0.91,100,12,0.12,6.8851645227136276
24 11:40:00,0.883495145631068,103,18,0.17475728155339806,6.055616253882915
24 12:00:00,0.90625,64,6,0.09375,6.3697728202078086
24 12:20:00,0.9333333333333333,60,3,0.05,5.343038872215483
24 12:40:00,0.8823529411764706,51,4,0.0784313725490196,5.465864640695077
24 13:00:00,0.8059701492537313,67,12,0.1791044776119403,6.919712337219353
24 13:20:00,0.9375,48,4,0.08333333333333333,4.482604519220499
24 13:40:00,0.881578947368421,76,4,0.05263157894736842,8.263700071970622
24 14:00:00,0.8936170212765957,47,4,0.0851063829787234,7.113153973221779
24 14:20:00,0.9305555555555556,72,4,0.05555555555555555,4.9066550978024805
24 14:40:00,0.8714285714285714,70,10,0.14285714285714285,7.981274619946877
24 15:00:00,0.9375,80,4,0.05,6.875616669654846
24 15:20:00,0.9659090909090909,88,13,0.14772727272727273,7.21454625356765
24 15:40:00,0.9354838709677419,62,8,0.12903225806451613,8.799459828270807
24 16:00:00,0.9285714285714286,70,5,0.07142857142857142,5.200507207711538
24 16:20:00,0.9473684210526315,76,1,0.013157894736842105,3.317140265305837
24 16:40:00,0.9213483146067416,89,3,0.033707865168539325,4.843850167592366
24 17:00:00,0.953125,64,5,0.078125,5.831945843166776
24 17:20:00,0.9,60,1,0.016666666666666666,3.4732643915547268
24 17:40:00,0.9508196721311475,61,9,0.14754098360655737,5.435349715197528
24 18:00:00,0.8360655737704918,61,5,0.08196721311475409,6.038562955458959
24 18:20:00,0.9069767441860465,43,6,0.13953488372093023,5.230095667574141
24 18:40:00,0.8142857142857143,70,7,0.1,6.840761014819146
24 19:00:00,0.926829268292683,41,5,0.12195121951219512,7.515751018978301
24 19:20:00,0.8125,48,4,0.08333333333333333,6.18272975385189
24 19:40:00,0.8974358974358975,39,3,0.07692307692307693,6.4803582610506
24 20:00:00,0.7560975609756098,41,5,0.12195121951219512,7.87373764735681
24 20:20:00,0.9259259259259259,27,4,0.14814814814814814,5.11550684372584
24 20:40:00,0.75,20,2,0.1,4.384206799666087
25 08:00:00,0.6666666666666666,3,1,0.3333333333333333,7.365433883666992
25 08:20:00,0.8518518518518519,27,2,0.07407407407407407,7.403919306066301
25 08:40:00,0.9629629629629629,27,1,0.037037037037037035,5.374868188963997
25 09:00:00,0.9,40,1,0.025,4.015649065044191
25 09:20:00,0.9375,32,1,0.03125,6.299726684888204
25 09:40:00,0.9423076923076923,52,3,0.057692307692307696,5.22191438327233
25 10:00:00,0.9591836734693877,49,3,0.061224489795918366,5.662996584508154
25 10:20:00,0.9206349206349206,63,3,0.047619047619047616,9.187131663163504
25 10:40:00,0.9864864864864865,74,6,0.08108108108108109,5.490611345370611
25 11:00:00,0.9555555555555556,90,5,0.05555555555555555,5.896947814579363
25 11:20:00,0.7263157894736842,95,13,0.1368421052631579,6.586686216957039
25 11:40:00,0.8805970149253731,67,7,0.1044776119402985,5.025889436403911
25 12:00:00,0.875,64,9,0.140625,6.593286697732078
25 12:20:00,0.8947368421052632,57,4,0.07017543859649122,4.650362201134365
25 12:40:00,0.9354838709677419,31,0,0.0,3.339823442697525
25 13:00:00,0.925,40,2,0.05,5.443573056062062
25 13:20:00,0.8301886792452831,53,8,0.1509433962264151,7.335514877392695
25 13:40:00,0.8695652173913043,46,4,0.08695652173913043,5.706048272715675
25 14:00:00,0.9107142857142857,56,3,0.05357142857142857,6.096636603673299
25 14:20:00,0.9777777777777777,45,3,0.06666666666666667,4.7440715087784655
25 14:40:00,1.0,43,2,0.046511627906976744,5.4192938248316445
25 15:00:00,0.8846153846153846,52,1,0.019230769230769232,4.557931350337134
25 15:20:00,1.0,48,0,0.0,3.6942877504560685
25 15:40:00,0.9107142857142857,56,0,0.0,3.228811687231064
25 16:00:00,0.9166666666666666,60,8,0.13333333333333333,9.071447765104699
25 16:20:00,0.7972972972972973,74,21,0.28378378378378377,8.575718600882425
25 16:40:00,0.8679245283018868,53,14,0.2641509433962264,9.234664633538987
25 17:00:00,0.8,70,18,0.2571428571428571,8.592399687678725
25 17:20:00,0.7380952380952381,84,20,0.23809523809523808,7.319188287421169
25 17:40:00,0.7215189873417721,79,24,0.3037974683544304,8.629311970054594
25 18:00:00,0.6756756756756757,74,29,0.3918918918918919,8.928939273509574
25 18:20:00,0.6935483870967742,62,19,0.3064516129032258,5.928510427474976
25 18:40:00,0.6896551724137931,58,18,0.3103448275862069,6.591369177727472
25 19:00:00,0.717948717948718,39,13,0.3333333333333333,11.691216272336465
25 19:20:00,0.56,25,13,0.52,7.687297832469145
25 19:40:00,0.7407407407407407,27,8,0.2962962962962963,8.407696247349183
25 20:00:00,0.58,50,18,0.36,7.969719464503801
25 20:20:00,0.5238095238095238,42,13,0.30952380952380953,9.130763254021154
25 20:40:00,0.6538461538461539,26,12,0.46153846153846156,10.523431237803566
26 08:00:00,0.6818181818181818,22,5,0.22727272727272727,10.12799767426082
26 08:20:00,0.9354838709677419,31,3,0.0967741935483871,6.131605340374841
26 08:40:00,0.8913043478260869,46,3,0.06521739130434782,5.31080865683379
26 09:00:00,0.9285714285714286,56,3,0.05357142857142857,7.225531806832268
26 09:20:00,0.918918918918919,74,7,0.0945945945945946,6.62743998510497
26 09:40:00,0.9529411764705882,85,12,0.1411764705882353,6.79032131317589
26 10:00:00,0.9230769230769231,78,12,0.15384615384615385,6.244075122024074
26 10:20:00,0.9019607843137255,153,13,0.08496732026143791,5.200175159151962
26 10:40:00,0.897196261682243,107,13,0.12149532710280374,5.434787325828504
26 11:00:00,0.8642857142857143,140,18,0.12857142857142856,6.258405336116751
26 11:20:00,0.8677685950413223,121,19,0.15702479338842976,6.115237449135696
26 11:40:00,0.83,100,8,0.08,5.073378205299377
26 12:00:00,0.881578947368421,76,1,0.013157894736842105,4.305589232842127
26 12:20:00,0.9516129032258065,62,1,0.016129032258064516,5.346067837874094
26 12:40:00,0.953125,64,1,0.015625,5.255471587181091
26 13:00:00,0.9166666666666666,60,0,0.0,3.2727118603388465
26 13:20:00,0.8947368421052632,76,1,0.013157894736842105,3.505244783560435
26 13:40:00,0.8817204301075269,93,11,0.11827956989247312,5.974587658284203
26 14:00:00,0.9256198347107438,121,11,0.09090909090909091,7.666104520956676
26 14:20:00,0.8615384615384616,130,18,0.13846153846153847,6.001568010397125
26 14:40:00,0.9615384615384616,130,11,0.08461538461538462,4.910692787611926
26 15:00:00,0.923728813559322,118,6,0.05084745762711865,5.014414381384849
26 15:20:00,0.9307692307692308,130,9,0.06923076923076923,6.123567219354488
26 15:40:00,0.9385964912280702,114,6,0.05263157894736842,4.2430436350050424
26 16:00:00,0.9064748201438849,139,6,0.04316546762589928,6.236683501277054
26 16:20:00,0.9514563106796117,103,9,0.08737864077669903,6.415052270447766
26 16:40:00,0.967741935483871,93,4,0.043010752688172046,5.823990774154663
26 17:00:00,0.9767441860465116,86,3,0.03488372093023256,5.344107645750046
26 17:20:00,0.967391304347826,92,3,0.03260869565217391,4.976314238265709
26 17:40:00,0.9117647058823529,68,4,0.058823529411764705,4.1425479275839665
26 18:00:00,0.9264705882352942,68,4,0.058823529411764705,5.4401704123525905
26 18:20:00,0.9736842105263158,76,3,0.039473684210526314,5.0045650968949
26 18:40:00,0.9782608695652174,46,3,0.06521739130434782,6.674048268795014
26 19:00:00,0.9253731343283582,67,2,0.029850746268656716,4.016805067062378
26 19:20:00,0.9016393442622951,61,4,0.06557377049180328,5.94793646812439
26 19:40:00,0.8292682926829268,41,6,0.14634146341463414,5.860534617756352
26 20:00:00,0.9347826086956522,46,4,0.08695652173913043,9.248859536647796
26 20:20:00,0.90625,32,0,0.0,
26 20:40:00,0.896551724137931,29,1,0.034482758620689655,9.657803355322944
27 08:00:00,1.0,18,2,0.1111111111111111,9.02522671620051
27 08:20:00,0.92,25,2,0.08,14.125975128014883
27 08:40:00,0.9777777777777777,45,7,0.15555555555555556,8.449605561296146
27 09:00:00,0.9090909090909091,55,3,0.05454545454545454,4.971882351239523
27 09:20:00,0.9746835443037974,79,3,0.0379746835443038,5.694611757496992
27 09:40:00,0.9180327868852459,61,3,0.04918032786885246,7.100088285737567
27 10:00:00,0.9693877551020408,98,2,0.02040816326530612,3.928930208583673
27 10:20:00,0.9325842696629213,89,3,0.033707865168539325,8.173491673999361
27 10:40:00,0.9801980198019802,101,1,0.009900990099009901,4.002661327521007
27 11:00:00,0.9180327868852459,122,7,0.05737704918032787,5.1221684397591485
27 11:20:00,0.9666666666666667,90,2,0.022222222222222223,3.436518587384905
27 11:40:00,0.9523809523809523,84,2,0.023809523809523808,3.6074926924705504
27 12:00:00,0.9180327868852459,61,1,0.01639344262295082,3.7143735508124034
27 12:20:00,0.9298245614035088,57,0,0.0,3.0629956742127735
27 12:40:00,0.9811320754716981,53,2,0.03773584905660377,8.327508955200512
27 13:00:00,0.9464285714285714,56,4,0.07142857142857142,10.096907537182172
27 13:20:00,1.0,58,0,0.0,
27 13:40:00,0.9550561797752809,89,4,0.0449438202247191,6.375757559537887
27 14:00:00,0.8854166666666666,96,7,0.07291666666666667,6.583014788688757
27 14:20:00,0.8813559322033898,118,19,0.16101694915254236,6.572277544569551
27 14:40:00,0.875968992248062,129,15,0.11627906976744186,6.138119359928019
27 15:00:00,0.9252336448598131,107,8,0.07476635514018691,5.32882151707359
27 15:20:00,0.8415841584158416,101,6,0.0594059405940594,9.614003417491913
27 15:40:00,0.911504424778761,113,10,0.08849557522123894,6.282656149864197
27 16:00:00,0.9026548672566371,113,8,0.07079646017699115,5.619922964572907
27 16:20:00,0.9772727272727273,88,4,0.045454545454545456,7.637721532583237
27 16:40:00,0.9493670886075949,79,3,0.0379746835443038,5.970338352024555
27 17:00:00,0.9032258064516129,93,1,0.010752688172043012,5.456959949599372
27 17:20:00,0.9326923076923077,104,6,0.057692307692307696,4.680201712938455
27 17:40:00,0.8461538461538461,78,5,0.0641025641025641,5.789616236931239
27 18:00:00,0.9838709677419355,62,2,0.03225806451612903,3.2666078855594
27 18:20:00,0.9090909090909091,66,9,0.13636363636363635,7.553180579874251
27 18:40:00,0.9076923076923077,65,5,0.07692307692307693,4.333827728851168
27 19:00:00,0.8679245283018868,53,6,0.11320754716981132,6.841509567468594
27 19:20:00,0.86,50,5,0.1,5.163349334150553
27 19:40:00,0.8620689655172413,58,4,0.06896551724137931,5.352878066897392
27 20:00:00,0.9444444444444444,36,2,0.05555555555555555,5.5260014586978485
27 20:20:00,0.875,32,2,0.0625,4.417375326156616
27 20:40:00,0.84375,32,6,0.1875,8.270939076741536
28 08:00:00,0.9333333333333333,15,2,0.13333333333333333,6.475414065519969
28 08:20:00,0.9354838709677419,31,2,0.06451612903225806,5.025956370035808
28 08:40:00,0.9111111111111111,45,4,0.08888888888888889,5.2236784122206945
28 09:00:00,0.9433962264150944,53,0,0.0,3.444381062984467
28 09:20:00,0.968421052631579,95,5,0.05263157894736842,5.3286026822196115
28 09:40:00,0.9743589743589743,78,1,0.01282051282051282,6.212540856202443
28 10:00:00,0.9764705882352941,85,0,0.0,3.3813187996546428
28 10:20:00,0.978494623655914,93,0,0.0,2.7729788286345345
28 10:40:00,0.9787234042553191,94,1,0.010638297872340425,4.93053171078364
28 11:00:00,0.9565217391304348,115,2,0.017391304347826087,3.703071383193687
28 11:20:00,0.890625,128,4,0.03125,5.400977920989195
28 11:40:00,0.9444444444444444,126,0,0.0,2.976375029705189
28 12:00:00,0.9253731343283582,67,1,0.014925373134328358,3.7046408375104267
28 12:20:00,0.9204545454545454,88,0,0.0,2.629468778769175
28 12:40:00,0.958904109589041,73,7,0.0958904109589041,5.586260115488981
28 13:00:00,0.9375,96,2,0.020833333333333332,5.328550801895283
28 13:20:00,0.9473684210526315,95,6,0.06315789473684211,5.836954546542395
28 13:40:00,0.8947368421052632,133,15,0.11278195488721804,7.700570137199315
28 14:00:00,0.89937106918239,159,19,0.11949685534591195,6.618916416241799
28 14:20:00,0.8628571428571429,175,29,0.1657142857142857,6.77788866909071
28 14:40:00,0.910828025477707,157,30,0.1910828025477707,8.196056253989537
28 15:00:00,0.8722222222222222,180,34,0.18888888888888888,7.910630894488976
28 15:20:00,0.8909090909090909,165,50,0.30303030303030304,8.172901714062906
28 15:40:00,0.8729281767955801,181,33,0.18232044198895028,6.781579574579916
28 16:00:00,0.9090909090909091,154,25,0.16233766233766234,5.935791930861963
28 16:20:00,0.9150326797385621,153,14,0.0915032679738562,6.588284393014579
28 16:40:00,0.9407894736842105,152,13,0.08552631578947369,6.073719079380944
28 17:00:00,0.9391304347826087,115,11,0.09565217391304348,6.001690085556196
28 17:20:00,0.8778625954198473,131,14,0.10687022900763359,6.86094083725804
28 17:40:00,0.841726618705036,139,20,0.14388489208633093,6.882615982350848
28 18:00:00,0.8636363636363636,132,39,0.29545454545454547,8.114088381949253
28 18:20:00,0.8067226890756303,119,34,0.2857142857142857,8.850672419534789
28 18:40:00,0.9148936170212766,94,18,0.19148936170212766,7.117295995384755
28 19:00:00,0.8061224489795918,98,16,0.16326530612244897,6.956919836175853
28 19:20:00,0.7326732673267327,101,23,0.22772277227722773,8.24164601016689
28 19:40:00,0.8243243243243243,74,9,0.12162162162162163,6.217145710627237
28 20:00:00,0.7358490566037735,53,12,0.22641509433962265,6.868642319005633
28 20:20:00,0.7727272727272727,66,10,0.15151515151515152,6.42726133553187
28 20:40:00,0.5961538461538461,52,16,0.3076923076923077,10.089672442638513
29 08:00:00,0.7647058823529411,17,2,0.11764705882352941,5.295455383261045
29 08:20:00,0.75,20,1,0.05,4.010886826117834
29 08:40:00,0.918918918918919,37,5,0.13513513513513514,6.6581951324145
29 09:00:00,0.8867924528301887,53,4,0.07547169811320754,6.666866776943207
29 09:20:00,0.9473684210526315,57,5,0.08771929824561403,12.154929115374882
29 09:40:00,0.9719626168224299,107,3,0.028037383177570093,5.504813575082355
29 10:00:00,0.9420289855072463,69,5,0.07246376811594203,5.879712335629896
29 10:20:00,0.9210526315789473,76,3,0.039473684210526314,5.112135916664487
29 10:40:00,0.9770114942528736,87,0,0.0,2.840167768796285
29 11:00:00,0.9393939393939394,99,5,0.050505050505050504,5.064813324257179
29 11:20:00,0.9032258064516129,93,5,0.053763440860215055,4.995797225691023
29 11:40:00,0.9125,80,1,0.0125,4.803430113196373
29 12:00:00,0.9782608695652174,46,1,0.021739130434782608,7.080822316805522
29 12:20:00,1.0,55,1,0.01818181818181818,5.040766610701879
29 12:40:00,0.9285714285714286,42,0,0.0,2.5841665963331857
29 13:00:00,0.9795918367346939,49,2,0.04081632653061224,5.142633446057638
29 13:20:00,0.9210526315789473,76,3,0.039473684210526314,8.08317853808403
29 13:40:00,0.9880952380952381,84,2,0.023809523809523808,5.950903842562721
29 14:00:00,0.8736842105263158,95,7,0.07368421052631578,5.593658630649249
29 14:20:00,0.9391304347826087,115,4,0.034782608695652174,5.296475731475013
29 14:40:00,0.9338842975206612,121,14,0.11570247933884298,6.339834427833557
29 15:00:00,0.8981481481481481,108,5,0.046296296296296294,4.268550365169843
29 15:20:00,0.9067796610169492,118,5,0.0423728813559322,5.092256368398666
29 15:40:00,0.9722222222222222,108,11,0.10185185185185185,5.85019988377889
29 16:00:00,0.8673469387755102,98,18,0.1836734693877551,8.23932354595926
29 16:20:00,0.7348484848484849,132,34,0.25757575757575757,7.691915804183845
29 16:40:00,0.7368421052631579,114,23,0.20175438596491227,5.191541574114845
29 17:00:00,0.8142857142857143,70,11,0.15714285714285714,6.952543392380079
29 17:20:00,0.94,50,5,0.1,5.346874463558197
29 17:40:00,0.826530612244898,98,14,0.14285714285714285,5.13749280665435
29 18:00:00,0.7011494252873564,87,22,0.25287356321839083,6.92564690709114
29 18:20:00,0.6987951807228916,83,26,0.3132530120481928,8.314925670438958
29 18:40:00,0.7402597402597403,77,20,0.2597402597402597,6.969842658169342
29 19:00:00,0.6714285714285714,70,20,0.2857142857142857,8.85496425242985
29 19:20:00,0.7317073170731707,41,4,0.0975609756097561,4.609226558321998
29 19:40:00,0.7435897435897436,39,5,0.1282051282051282,6.696630440376423
29 20:00:00,0.9259259259259259,27,2,0.07407407407407407,6.410968444082472
29 20:20:00,1.0,17,0,0.0,
29 20:40:00,0.76,25,4,0.16,8.28650096654892
30 08:00:00,0.8620689655172413,29,7,0.2413793103448276,7.955720033027507
30 08:20:00,1.0,32,1,0.03125,3.440038246313731
30 08:40:00,0.9772727272727273,44,2,0.045454545454545456,4.114877682924271
30 09:00:00,0.9204545454545454,88,3,0.03409090909090909,6.619733788073063
30 09:20:00,0.9369369369369369,111,3,0.02702702702702703,5.960652891227178
30 09:40:00,0.945054945054945,91,5,0.054945054945054944,6.14407737619347
30 10:00:00,0.9349593495934959,123,10,0.08130081300813008,4.8675819389747845
30 10:20:00,0.9523809523809523,126,9,0.07142857142857142,6.647313037088939
30 10:40:00,0.8843537414965986,147,20,0.1360544217687075,7.082122685664739
30 11:00:00,0.8982035928143712,167,24,0.1437125748502994,6.337209440541989
30 11:20:00,0.8639455782312925,147,19,0.1292517006802721,6.785056610019118
30 11:40:00,0.9562043795620438,137,19,0.1386861313868613,5.822537882409544
30 12:00:00,0.9642857142857143,84,5,0.05952380952380952,5.769813562764061
30 12:20:00,0.9431818181818182,88,5,0.056818181818181816,4.4333474227026395
30 12:40:00,0.948051948051948,77,4,0.05194805194805195,6.034739790360133
30 13:00:00,0.9789473684210527,95,9,0.09473684210526316,8.02826896349589
30 13:20:00,0.8776978417266187,139,24,0.17266187050359713,10.6671466468596
30 13:40:00,0.8224852071005917,169,32,0.1893491124260355,7.263135653547943
30 14:00:00,0.806282722513089,191,50,0.2617801047120419,8.296177332211233
30 14:20:00,0.7419354838709677,217,79,0.3640552995391705,9.95249485593278
30 14:40:00,0.7635467980295566,203,71,0.3497536945812808,9.287164534427024
30 15:00:00,0.7380952380952381,210,86,0.4095238095238095,9.53902198197047
30 15:20:00,0.759090909090909,220,75,0.3409090909090909,9.22403821116787
30 15:40:00,0.7534883720930232,215,67,0.3116279069767442,8.893902129007108
30 16:00:00,0.7386934673366834,199,70,0.35175879396984927,9.415777774943487
30 16:20:00,0.7476635514018691,214,84,0.3925233644859813,10.254152616633087
30 16:40:00,0.8125,176,54,0.3068181818181818,8.625837012355248
30 17:00:00,0.8571428571428571,147,33,0.22448979591836735,8.729552216412591
30 17:20:00,0.8059701492537313,134,36,0.26865671641791045,8.188984225193659
30 17:40:00,0.7109375,128,46,0.359375,10.09405635106258
30 18:00:00,0.7483443708609272,151,42,0.2781456953642384,8.505619849677377
30 18:20:00,0.6875,160,46,0.2875,8.320207314985293
30 18:40:00,0.7631578947368421,152,44,0.2894736842105263,7.893871625936087
30 19:00:00,0.75,116,39,0.33620689655172414,7.259793188773766
30 19:20:00,0.7692307692307693,91,22,0.24175824175824176,7.987431521188645
30 19:40:00,0.7524752475247525,101,25,0.24752475247524752,7.755991853577222
30 20:00:00,0.7831325301204819,83,10,0.12048192771084337,4.837436493805476
30 20:20:00,0.8142857142857143,70,14,0.2,5.345137081001743
30 20:40:00,0.8,50,8,0.16,8.33233741949766
01 08:00:00,0.9230769230769231,13,0,0.0,2.8924878504541183
01 08:20:00,0.9259259259259259,27,1,0.037037037037037035,5.346342035134634
01 08:40:00,0.9117647058823529,34,3,0.08823529411764706,8.874989395671422
01 09:00:00,0.9230769230769231,39,0,0.0,2.773820875088374
01 09:20:00,0.9846153846153847,65,3,0.046153846153846156,7.613929836948713
01 09:40:00,0.9821428571428571,56,2,0.03571428571428571,10.316388271252315
01 10:00:00,0.9111111111111111,90,5,0.05555555555555555,4.470765749613444
01 10:20:00,0.8666666666666667,105,8,0.0761904761904762,5.959000880022844
01 10:40:00,0.9494949494949495,99,5,0.050505050505050504,5.970162155893115
01 11:00:00,0.8899082568807339,109,9,0.08256880733944955,6.372692358493805
01 11:20:00,0.9156626506024096,83,4,0.04819277108433735,4.964397438367208
01 11:40:00,0.9759036144578314,83,0,0.0,3.6109480202198028
01 12:00:00,0.9859154929577465,71,1,0.014084507042253521,3.5946510977215236
01 12:20:00,0.9375,64,1,0.015625,3.3569324079014007
01 12:40:00,0.9574468085106383,47,1,0.02127659574468085,4.400509905815125
01 13:00:00,0.9272727272727272,55,4,0.07272727272727272,7.243022924661636
01 13:20:00,0.9272727272727272,55,5,0.09090909090909091,5.679270106333274
01 13:40:00,0.9622641509433962,53,3,0.05660377358490566,5.986372086736891
01 14:00:00,0.8850574712643678,87,5,0.05747126436781609,6.373370991481675
01 14:20:00,0.9473684210526315,57,4,0.07017543859649122,4.879628063241641
01 14:40:00,0.9230769230769231,65,3,0.046153846153846156,4.075809396803379
01 15:00:00,0.8695652173913043,92,7,0.07608695652173914,7.723764540571155
01 15:20:00,0.8333333333333334,72,3,0.041666666666666664,7.82209670609898
01 15:40:00,0.9565217391304348,69,4,0.057971014492753624,4.893452089627584
01 16:00:00,0.9,90,5,0.05555555555555555,9.120965685447057
01 16:20:00,0.8691588785046729,107,8,0.07476635514018691,6.356595559120178
01 16:40:00,0.8850574712643678,87,9,0.10344827586206896,5.111305181980133
01 17:00:00,0.8536585365853658,82,5,0.06097560975609756,4.182203062127034
01 17:20:00,0.9125,80,3,0.0375,5.65774445884368
01 17:40:00,0.8769230769230769,65,6,0.09230769230769231,5.576698483278354
01 18:00:00,0.8860759493670886,79,9,0.11392405063291139,5.5258421196657075
01 18:20:00,0.9074074074074074,54,4,0.07407407407407407,4.435185396955126
01 18:40:00,0.9014084507042254,71,8,0.11267605633802817,5.783966628268913
01 19:00:00,0.9230769230769231,52,4,0.07692307692307693,4.463747916799603
01 19:20:00,0.9344262295081968,61,9,0.14754098360655737,5.289002724753486
01 19:40:00,0.9117647058823529,34,2,0.058823529411764705,4.428024490012063
01 20:00:00,1.0,26,1,0.038461538461538464,4.249985124383654
01 20:20:00,0.6764705882352942,34,6,0.17647058823529413,8.458859088023504
01 20:40:00,0.7241379310344828,29,7,0.2413793103448276,8.587636162269684
02 08:00:00,0.9,10,1,0.1,7.508038558562597
02 08:20:00,0.84,25,2,0.08,4.720976652701696
02 08:40:00,0.96,25,2,0.08,8.357529845833778
02 09:00:00,0.9354838709677419,31,4,0.12903225806451613,5.357445960044861
02 09:20:00,1.0,38,3,0.07894736842105263,7.90515882174174
02 09:40:00,0.8823529411764706,51,3,0.058823529411764705,4.0100262452054904
02 10:00:00,0.9565217391304348,46,3,0.06521739130434782,6.970413641134898
02 10:20:00,0.9393939393939394,66,5,0.07575757575757576,5.663563158114751
02 10:40:00,0.9016393442622951,61,2,0.03278688524590164,3.8276432700951895
02 11:00:00,0.9365079365079365,63,0,0.0,2.883871395058102
02 11:20:00,0.9523809523809523,63,2,0.031746031746031744,4.697082500325309
02 11:40:00,0.8983050847457628,59,6,0.1016949152542373,6.232061172591315
02 12:00:00,0.85,60,1,0.016666666666666666,4.47055517651818
02 12:20:00,0.84,50,3,0.06,4.888339846001731
02 12:40:00,0.9333333333333333,45,5,0.1111111111111111,9.54374303817749
02 13:00:00,0.8431372549019608,51,1,0.0196078431372549,6.226068472862243
02 13:20:00,1.0,43,0,0.0,
02 13:40:00,0.9183673469387755,49,0,0.0,2.732140256298913
02 14:00:00,0.9772727272727273,44,1,0.022727272727272728,4.085367523299323
02 14:20:00,0.9333333333333333,45,3,0.06666666666666667,6.474522061347961
02 14:40:00,0.9464285714285714,56,7,0.125,6.286345766752194
02 15:00:00,0.8679245283018868,53,8,0.1509433962264151,6.841138577196333
02 15:20:00,0.9206349206349206,63,6,0.09523809523809523,5.442740517192417
02 15:40:00,0.896551724137931,58,5,0.08620689655172414,6.368571699233282
02 16:00:00,0.8309859154929577,71,10,0.14084507042253522,4.9895925368323475
02 16:20:00,0.9565217391304348,46,2,0.043478260869565216,3.97692496114307
02 16:40:00,0.8571428571428571,63,4,0.06349206349206349,4.816938033248439
02 17:00:00,0.9322033898305084,59,4,0.06779661016949153,8.34435656953741
02 17:20:00,0.8148148148148148,81,10,0.12345679012345678,7.797526750405629
02 17:40:00,0.8571428571428571,63,14,0.2222222222222222,6.642651296655337
02 18:00:00,0.9066666666666666,75,11,0.14666666666666667,5.975903520675805
02 18:20:00,0.8955223880597015,67,5,0.07462686567164178,5.098976018212058
02 18:40:00,0.7903225806451613,62,10,0.16129032258064516,6.0664478120803835
02 19:00:00,0.9024390243902439,41,1,0.024390243902439025,4.183678447405497
02 19:20:00,0.8421052631578947,57,10,0.17543859649122806,6.70621623551404
02 19:40:00,0.7346938775510204,49,4,0.08163265306122448,5.531326124182454
02 20:00:00,0.7142857142857143,42,7,0.16666666666666666,5.461335762093465
02 20:20:00,0.7419354838709677,31,7,0.22580645161290322,5.422573499629895
02 20:40:00,0.7777777777777778,27,6,0.2222222222222222,10.949687383075554
03 08:00:00,1.0,15,2,0.13333333333333333,5.784320207436879
03 08:20:00,0.9047619047619048,21,2,0.09523809523809523,11.592663007974625
03 08:40:00,0.8367346938775511,49,3,0.061224489795918366,8.149388035138449
03 09:00:00,0.9622641509433962,53,2,0.03773584905660377,4.691484202657427
03 09:20:00,1.0,50,0,0.0,3.162596973776817
03 09:40:00,0.9491525423728814,59,0,0.0,3.6477654089530307
03 10:00:00,0.8860759493670886,79,2,0.02531645569620253,5.522331109974119
03 10:20:00,0.8962264150943396,106,10,0.09433962264150944,5.825796827544337
